Unnamed: 0,reviewId,userName,userImage,content,score,thumbsUpCount,reviewCreatedVersion,at,replyContent,repliedAt,appVersion,parsed_content
51,ae7f5cde-9584-4e25-98c8-a6a6e582f8f5,Ridwan A,https://play-lh.googleusercontent.com/a-/ALV-UjV6T8TqIdLMD5LrW5uHiG8X_zuyohXhNSZClJUELtHUMxc,"Aduh bang, kenapa sih setiap main pvp harus banget lag dengan alasan koneksi buruk? Aneh banget",1,7,0.277.1,2023-07-21 13:38:10,,,0.277.1,Aduh
52,62b6a9b0-9345-41d2-a2bf-b3b8a034b4e3,Ganim Selpia,https://play-lh.googleusercontent.com/a/ACg8ocLrmLkcHOCFz5NhIYkorjqAI-cXX8my-hU3RtaWCQ_G=mo,Banyak player melakuns map hack dan mengunakan apk pihak kedua untuk bermain lewat rumah.,1,3,0.275.1,2023-07-04 21:52:19,,,0.275.1,Banyak
53,bc3f7f0f-77aa-4eaf-917a-e2f1924da9ef,Topan Tauladan,https://play-lh.googleusercontent.com/a/ACg8ocKhpwkch_W8WVAOi9pajAjFZpH4Vo3Xphn_yAmbzf9X=mo,Tidak bisa masuk aku pemain baru kan aku masuki nama penguna dan sandi tapi tidak bisa padahal aku pass sandi. Ku dan nama penguna 🤬🤬🤬🤬,1,6,0.273.1,2023-06-10 21:10:28,,,0.273.1,Tidak
54,d0357918-edab-4181-b661-73cbc1e9b2f5,nigdi24,https://play-lh.googleusercontent.com/a-/ALV-UjV8rMupHDZn4fwlsQzzoZNYGlR03bsht_eunhvRzfDLrA,Game payah masa di pertarungan musuhnya gak ngotak saya baru level 10 dah di suruh lawan yang level 17 lan gak ngotak👎🏻👎🏻,1,6,0.273.1,2023-06-13 15:55:20,,,0.273.1,Game
55,f04f9259-846d-42e2-b1e6-45eab487bafc,Attania Qirani,https://play-lh.googleusercontent.com/a-/ALV-UjWKRaAWUi7JRC3Ta4gsOnCufRk_nBKp_lMa1S1EA1iLiQ,Game ny bagus bgt Ga ada lag sama sekali Sering² update ya 👍,5,5,0.273.3,2023-06-29 09:58:50,,,0.273.3,Game
56,c68fe3ce-016b-40e1-aadf-6ee18d25b4de,Egi Satria Rusman,https://play-lh.googleusercontent.com/a-/ALV-UjVF027yPK8KmqVz0u6sckJlBgqVABzTFRbgu70vn3fWKBM,"Sudah bagus, hanya, Buat seperti ada GPS joystick please, untuk orang yg tinggal dan jarang menemui poke stop susah mendapatkan item, ataupun ada game baru yang bisa menggunakan tapi mirip seperti ini , khusus buat orang yang tinggal di pedalaman dan tidak bisa terlalu jauh berpergian",3,3,0.83.3,2022-02-22 05:00:11,,,0.83.3,Sudah
57,6f0f0361-ad91-46d1-96d2-0391b2881790,Wendy Lim,https://play-lh.googleusercontent.com/a/ACg8ocIPtGHfz7dP_r5wNWeAWWO6rgPPg10gx4e9_amdCflH=mo,"Buat remote controller, kok cuma remote Raid pass aja. Kasih juga remote controller nya biar mempermudah ke gym, pokestop,biar gak perlu jalan melangkah keluar lagi, dan banyakin evennya. Padahal game nya bagus, dimusim Corona gak berguna game nya. Gak bisa keluar rumah.",3,3,,2020-05-04 16:30:53,,,,Buat
58,a8276fe4-bd57-4758-9d49-b983095de7b9,Arif Darmawan Satyanto,https://play-lh.googleusercontent.com/a-/ALV-UjXjWkrBbgttmplfc7Q0PTQQmNKwLSIt1723f2EMQ8ISnbQ,"Saran utk developer, penggunaan lokasi GPS dan koneksi ping apabila sedang tidak digunakan dikurangi, karena ada peringatan bahwa aplikasi ini menyedot baterai dengan cepat. Selain itu karena beratnya aplikasi juga menyebabkan baterai cepat panas apalagi dimainkannya kan diluar ruangan yang cuacanya juga panas. Saya punya pengalaman baterai menggembung sehingga menyebabkan lem casing belakang copot, pdhl di game2 yang lain tdk pernah seperti itu.",3,424,0.267.1,2023-04-25 15:13:25,,,0.267.1,Saran
59,39c6b2e6-8f75-4983-9daf-27cf0a839046,PUTRAKU SEMANGATKU,https://play-lh.googleusercontent.com/a-/ALV-UjXeijUz4rfg6IKG-8PLZoHI8W410OLL4Q9mhAWvhiNB49g,2016 main pake cheat kena band.. 2023 nyoba main normal wakakak,3,0,0.281.0,2023-09-02 01:40:57,,,0.281.0,2016
60,466a04b4-3aca-4b10-b6e5-9ecc0a427c01,Hashi Yura,https://play-lh.googleusercontent.com/a/ACg8ocI1r03Z8lhtEo5R_ASQfJvZD-oSAC05MTfjMXkuWrHw=mo,"Minta tolong update lokasi terbaru di tempat saya Map yang ditampilkan sudah lama tidak terupdate sehingga pokemon sangat sedikit Lokasi Indonesia, Sulawesi Tengah, Morowali, Bahodopi, Fatufia",3,0,,2023-10-16 11:55:38,,,,Minta
